applicant_id,email,email_preferred,school_decision,student_decision,ft_pt,gre_verbal,gre_quant,gre_analytical,applied_dual_prg,birth_date,gender,ethnicity,low_income
4345,jo.fulcher@gmail.com,fulcher_jo@yahoo.com,A,D,ft,155,152,3,YES,11/7/95,W,AN,N
846,rodrigo.orta@gmail.com,orta_rodrigo@gmail.com,A,A,pt,150,145,5,NODUAL,12/15/86,W,HL,N
707,elise.stoner@yahoo.com,stoner_elise@this.university.edu,A,A,ft,163,167,3.5,NODUAL,8/10/95,W,W,N
3953,melaina.dejesus@this.university.edu,dejesus_melaina@yahoo.com,A,D,ft,154,140,,NODUAL,3/15/00,W,HL,Y
3635,shuaib.el-shahid@gmail.com,el-shahid_shuaib@yahoo.com,A,A,sub,170,149,2.5,NODUAL,2/8/91,W,ME,Y
3646,jean.chacon@gmail.com,chacon_jean@Outlook.com,R,,ft,139,,5,NODUAL,1/21/86,W,HL,N
600,aakif.el-beshara@this.university.edu,el-beshara_aakif@gmail.com,R,,ft,156,170,5.5,NODUAL,9/18/91,NB,ME,N
747,preston.thomas@this.university.edu,thomas_preston@gmail.com,A,A,ft,142,153,2.5,NODUAL,6/10/87,NB,W,N
2325,mariano.sabedra@yahoo.com,sabedra_mariano@gmail.com,A,D,ft,147,131,5,NODUAL,2/5/86,W,HL,Y
4813,ashton.jacksonsegatti@Outlook.com,jacksonsegatti_ashton@this.university.edu,A,D,ft,161,142,,NODUAL,5/10/87,NB,W,Y
2681,adilene.rochareyes@yahoo.com,rochareyes_adilene@this.university.edu,R,,pt,139,135,5.5,NODUAL,5/22/93,W,HL,N
2788,fat'hiyaa.el-hai@this.university.edu,el-hai_fat'hiyaa@gmail.com,A,A,ft,169,157,5,NODUAL,10/10/85,W,ME,N
928,carl.murphy@yahoo.com,murphy_carl@this.university.edu,A,A,sub,132,154,4.5,NODUAL,7/12/92,W,B,N
4601,leslie.fimbres@gmail.com,,A,D,pt,168,169,3.5,NODUAL,10/12/89,M,AN,N
3902,blake.coleman@this.university.edu,coleman_blake@yahoo.com,W,,ft,150,146,6,NODUAL,9/15/92,M,B,N
4430,tung.wakasugi@gmail.com,wakasugi_tung@this.university.edu,A,D,ft,133,151,3.5,YES,6/10/00,M,AP,N
4851,amalia.nhean@Outlook.com,nhean_amalia@this.university.edu,R,,ft,152,,3,NODUAL,10/23/87,NB,AP,N
4491,darrin.robinson@Outlook.com,robinson_darrin@gmail.com,R,,sub,168,157,,NODUAL,10/2/87,NB,AN,N
62,irma.arguelles@Outlook.com,arguelles_irma@Outlook.com,R,,ft,146,170,3,NODUAL,4/23/87,W,HL,N
4123,maazin.el-vaziri@this.university.edu,el-vaziri_maazin@this.university.edu,A,A,ft,151,140,5,NODUAL,12/25/92,M,ME,N
72,keah.trujillo@this.university.edu,trujillo_keah@yahoo.com,A,A,ft,147,162,6,NODUAL,10/18/88,NB,B,N
4616,aatifa.al-jan@this.university.edu,al-jan_aatifa@Outlook.com,A,D,ft,137,170,2.5,NODUAL,5/5/94,W,ME,Y
4055,teaonna.cameron@gmail.com,cameron_teaonna@yahoo.com,R,,ft,137,167,3.5,NODUAL,12/5/97,W,B,Y
4002,micah.upchurch@Outlook.com,upchurch_micah@gmail.com,A,A,ft,148,134,5,NODUAL,3/1/97,W,B,N
617,schuyler.renner@gmail.com,renner_schuyler@yahoo.com,A,D,ft,156,149,5.5,NODUAL,12/12/90,W,AN,N
3850,rihaab.al-rais@yahoo.com,,A,D,ft,134,130,3.5,NODUAL,8/19/00,NB,ME,Y
4697,kristen.daviladraper@gmail.com,daviladraper_kristen@gmail.com,A,A,ft,165,134,4.5,NODUAL,10/2/86,NB,AN,N
3962,jacquelyn.lockyer@yahoo.com,lockyer_jacquelyn@gmail.com,R,,sub,152,169,6,NODUAL,10/20/96,W,HL,N
662,von.mckay@yahoo.com,mckay_von@yahoo.com,A,A,pt,153,149,,NODUAL,11/10/86,NB,AP,N
3965,kseniya.mitio@gmail.com,mitio_kseniya@yahoo.com,A,D,ft,145,168,2.5,YES,10/1/95,W,W,Y
4331,weston.hammad@yahoo.com,,A,A,ft,135,166,2.5,NODUAL,7/11/98,NB,W,N
2366,shyvaughn.howard@this.university.edu,howard_shyvaughn@yahoo.com,W,,sub,168,170,5,NODUAL,6/15/94,M,AN,N
2296,andras.andreu@yahoo.com,,A,A,pt,156,158,2.5,NODUAL,5/10/86,W,HL,N
962,ghaazi.al-abu@gmail.com,al-abu_ghaazi@Outlook.com,A,A,ft,150,165,3,NODUAL,1/7/96,M,ME,N
1129,treyvon.reid@yahoo.com,reid_treyvon@Outlook.com,R,,ft,131,159,2.5,NODUAL,6/14/00,W,B,N
2422,debra.palomo@gmail.com,palomo_debra@Outlook.com,A,A,ft,160,149,5,NODUAL,9/8/86,W,AN,Y
3605,ghaaliba.al-malik@Outlook.com,al-malik_ghaaliba@gmail.com,R,,ft,143,136,4.5,NODUAL,8/12/99,M,ME,N
3297,moses.golston@Outlook.com,golston_moses@Outlook.com,A,A,ft,170,164,5,NODUAL,6/23/90,W,B,N
284,desean.hunnsmith@gmail.com,,A,A,pt,147,130,,YES,9/24/96,W,B,N
437,mercedes.havlik@yahoo.com,havlik_mercedes@this.university.edu,A,A,ft,130,144,5.5,NODUAL,9/24/95,M,AN,N
94,leahfrances.lucareli@this.university.edu,lucareli_leahfrances@this.university.edu,A,A,ft,144,165,5,NODUAL,3/6/85,M,AP,N
4901,michelle.beck@yahoo.com,beck_michelle@this.university.edu,W,,ft,170,157,3.5,YES,6/28/91,NB,AN,N
3726,sawada.al-samad@yahoo.com,al-samad_sawada@gmail.com,A,A,pt,158,165,5,NODUAL,9/25/96,M,ME,N
244,jacina.saenz@Outlook.com,saenz_jacina@gmail.com,R,,ft,168,141,2.5,NODUAL,11/8/91,W,AN,N
4477,bailey.devries@yahoo.com,devries_bailey@this.university.edu,A,D,sub,140,166,5.5,YES,3/3/93,M,W,N
2326,beau.zhang@this.university.edu,zhang_beau@this.university.edu,A,A,ft,147,158,3,NODUAL,12/21/92,W,AP,N
3492,rubi.almendarez@yahoo.com,almendarez_rubi@gmail.com,A,A,ft,168,169,3,NODUAL,6/5/99,M,HL,N
4533,ralphpatrick.lou@this.university.edu,,A,A,ft,148,133,3.5,NODUAL,12/4/93,W,AP,N
1451,brittany.mcdevitt@Outlook.com,mcdevitt_brittany@Outlook.com,A,A,ft,165,154,3.5,NODUAL,2/26/91,M,AN,Y
2076,selena.kimball@yahoo.com,kimball_selena@Outlook.com,A,A,ft,133,153,3,NODUAL,9/16/94,M,HL,N
387,haazima.el-molla@this.university.edu,el-molla_haazima@gmail.com,A,D,pt,159,132,4,YES,12/1/97,NB,ME,N
1296,april.hanover@yahoo.com,hanover_april@yahoo.com,A,A,sub,135,141,6,YES,9/17/00,W,W,Y
309,sundus.el-khalaf@this.university.edu,el-khalaf_sundus@yahoo.com,A,D,ft,168,150,4,YES,11/4/87,W,ME,N
3357,mariah.bradshaw@yahoo.com,bradshaw_mariah@gmail.com,W,,pt,168,170,3,NODUAL,11/14/93,W,AN,N
605,umar.al-mady@this.university.edu,al-mady_umar@gmail.com,A,A,ft,158,141,,YES,10/2/99,W,ME,N
4812,alice.hardin@yahoo.com,hardin_alice@yahoo.com,A,A,ft,154,170,5.5,NODUAL,6/22/86,NB,AP,N
1998,hannah.beck@this.university.edu,beck_hannah@yahoo.com,A,A,ft,143,158,3.5,NODUAL,3/13/99,M,W,N
4330,taylor.zimmerman-cortez@Outlook.com,zimmerman-cortez_taylor@gmail.com,A,A,ft,153,166,4.5,NODUAL,1/5/87,M,HL,N
917,raaniya.el-hamed@Outlook.com,el-hamed_raaniya@gmail.com,A,D,ft,153,161,6,YES,4/28/85,W,ME,N
2202,harlie.willman@Outlook.com,,R,,ft,162,148,,NODUAL,7/6/94,NB,W,N
1923,steven.rascon@yahoo.com,rascon_steven@yahoo.com,R,,ft,132,168,4,NODUAL,8/26/95,NB,HL,N
3826,faalih.al-baksh@Outlook.com,al-baksh_faalih@gmail.com,A,D,ft,151,139,4,YES,9/11/00,M,ME,N
3660,pritishri.belcher@this.university.edu,belcher_pritishri@Outlook.com,A,A,ft,,147,3.5,NODUAL,8/12/95,M,AP,N
3721,jasmine.manship@yahoo.com,manship_jasmine@yahoo.com,A,A,ft,165,153,5,NODUAL,8/13/99,W,HL,N
4933,hiba.el-noori@this.university.edu,el-noori_hiba@gmail.com,A,A,ft,158,132,2.5,NODUAL,3/13/99,M,ME,Y
3640,mariela.olivarez@yahoo.com,olivarez_mariela@gmail.com,R,,ft,135,146,4.5,NODUAL,4/13/93,NB,HL,N
4673,aamir.el-amir@this.university.edu,el-amir_aamir@yahoo.com,A,A,ft,146,133,4.5,YES,8/14/87,W,ME,N
2397,aubrianna.weeks@Outlook.com,weeks_aubrianna@yahoo.com,A,D,ft,132,136,6,NODUAL,5/4/96,W,AN,Y
3167,muslim.al-salah@gmail.com,al-salah_muslim@gmail.com,A,D,ft,,166,,NODUAL,6/25/98,W,ME,N
3770,joshua.lynch@yahoo.com,,A,A,ft,159,145,4,YES,5/4/95,NB,W,N
4168,erick.marquezgarcia@gmail.com,marquezgarcia_erick@gmail.com,A,A,ft,135,159,4.5,NODUAL,5/15/91,M,HL,N
886,raaji.el-sala@this.university.edu,el-sala_raaji@yahoo.com,A,A,ft,161,167,2.5,NODUAL,4/23/99,W,ME,N
3076,madeline.lapp@gmail.com,lapp_madeline@yahoo.com,R,,sub,146,143,6,NODUAL,9/11/92,W,W,N
4256,harley.kabotie@gmail.com,kabotie_harley@Outlook.com,A,D,ft,136,145,4.5,NODUAL,4/24/96,W,AN,N
2267,wesley.hogan@Outlook.com,,A,A,ft,155,144,3,NODUAL,5/11/88,W,AN,N
3236,khaleel.al-hamed@this.university.edu,al-hamed_khaleel@Outlook.com,R,,pt,149,167,6,NODUAL,6/16/94,M,ME,Y
256,tori.ordaz@this.university.edu,ordaz_tori@yahoo.com,A,A,ft,167,133,,YES,11/16/99,NB,AN,Y
1100,abood.al-khatib@yahoo.com,al-khatib_abood@yahoo.com,A,A,ft,158,139,2.5,NODUAL,3/25/87,NB,ME,N
1261,megan.marsh@Outlook.com,marsh_megan@Outlook.com,W,,ft,160,141,4,NODUAL,7/22/90,NB,W,N
3691,gabriel.dalke@Outlook.com,dalke_gabriel@this.university.edu,R,,ft,154,131,5.5,NODUAL,3/27/97,W,AN,N
4307,jacoby.malte@gmail.com,malte_jacoby@yahoo.com,R,,ft,143,131,3.5,NODUAL,12/23/95,W,W,N
4909,nathan.kochevar@Outlook.com,kochevar_nathan@this.university.edu,R,,ft,146,145,3,YES,4/9/97,M,W,N
4538,danielle.koughn@yahoo.com,koughn_danielle@Outlook.com,A,A,ft,159,139,3,NODUAL,9/20/90,M,B,Y
2419,faniola.robbins@Outlook.com,robbins_faniola@yahoo.com,A,A,ft,162,163,3,NODUAL,2/7/89,W,B,N
3350,brooklyn.bryant-moore@Outlook.com,bryant-moore_brooklyn@yahoo.com,R,,ft,167,144,5,NODUAL,7/20/85,NB,B,N
2941,billy.kobialka@Outlook.com,kobialka_billy@this.university.edu,W,,pt,156,151,6,NODUAL,4/1/99,M,W,N
1441,marquise.starks@this.university.edu,starks_marquise@gmail.com,R,,ft,150,151,3.5,NODUAL,12/7/89,W,B,Y
759,shane.alarid@yahoo.com,alarid_shane@Outlook.com,A,A,ft,167,150,5.5,NODUAL,11/6/85,W,AN,N
4260,hilaal.el-farra@Outlook.com,el-farra_hilaal@gmail.com,A,D,ft,137,156,4.5,NODUAL,5/21/96,W,ME,Y
2993,jomo.mukes@yahoo.com,mukes_jomo@Outlook.com,R,,pt,138,164,,NODUAL,7/24/93,M,B,N
2574,jonathan.leija@yahoo.com,,W,,ft,152,146,,NODUAL,9/10/91,M,HL,Y
412,anthony.merrill@yahoo.com,merrill_anthony@gmail.com,A,A,ft,153,143,4.5,YES,11/22/95,NB,AP,N
2331,jule.hartmann@Outlook.com,hartmann_jule@yahoo.com,A,A,pt,162,143,5.5,NODUAL,8/16/88,W,AN,N
826,alan.avila@Outlook.com,,A,D,ft,163,148,5.5,NODUAL,3/22/86,M,HL,Y
2069,uwais.al-shaheed@gmail.com,al-shaheed_uwais@yahoo.com,A,D,ft,168,139,5.5,NODUAL,6/26/99,W,ME,N
433,savannah.thompson@yahoo.com,thompson_savannah@yahoo.com,A,A,ft,,156,2.5,NODUAL,1/26/98,NB,W,N
2185,nashat.al-ghazi@this.university.edu,al-ghazi_nashat@yahoo.com,A,A,ft,153,134,3,NODUAL,2/9/97,M,ME,N
837,mallika.sornmuk@yahoo.com,,R,,ft,137,151,4.5,NODUAL,2/2/95,W,AP,Y
4131,nathan.miranda@this.university.edu,miranda_nathan@this.university.edu,R,,ft,139,142,5,YES,12/27/93,NB,HL,Y
2718,vincent.trujillo@Outlook.com,trujillo_vincent@yahoo.com,A,A,ft,137,130,5.5,NODUAL,4/17/86,W,HL,Y
2981,taqiyya.el-galla@yahoo.com,el-galla_taqiyya@gmail.com,A,A,ft,144,141,6,YES,11/28/95,W,ME,N
2459,jimmy.tran@yahoo.com,tran_jimmy@yahoo.com,A,A,ft,133,140,4,NODUAL,9/25/86,W,AP,N
154,jordan.saxon@yahoo.com,saxon_jordan@gmail.com,A,A,ft,143,163,4.5,NODUAL,7/28/95,M,W,N
2748,evan.roy@gmail.com,roy_evan@this.university.edu,R,,ft,156,145,5.5,NODUAL,8/27/88,M,AN,N
164,ethan.olguinaguilar@this.university.edu,olguinaguilar_ethan@this.university.edu,A,A,ft,163,161,3,NODUAL,4/26/94,M,HL,N
627,zayyaan.al-muhammed@gmail.com,al-muhammed_zayyaan@yahoo.com,R,,ft,140,151,4.5,YES,12/19/87,W,ME,Y
2714,kurtiz.wilkerson@yahoo.com,wilkerson_kurtiz@Outlook.com,R,,ft,155,,3,NODUAL,11/15/94,M,B,N
1323,david.terrazas@this.university.edu,terrazas_david@this.university.edu,A,D,pt,163,143,3,NODUAL,3/3/98,M,HL,N
4776,dezzerae.loftis@gmail.com,loftis_dezzerae@this.university.edu,W,,ft,161,158,4,NODUAL,11/4/97,W,B,Y
3256,john.stewart@this.university.edu,stewart_john@Outlook.com,A,A,sub,137,161,4.5,NODUAL,6/15/85,M,W,N
1999,abdulbaasid.al-azer@Outlook.com,al-azer_abdulbaasid@yahoo.com,A,A,pt,151,151,5,NODUAL,3/4/92,NB,ME,Y
2133,jeffrey.flaska@gmail.com,flaska_jeffrey@Outlook.com,A,A,sub,165,139,4.5,YES,9/8/91,M,W,N
3071,awni.al-abdelrahman@Outlook.com,al-abdelrahman_awni@this.university.edu,A,A,sub,156,154,5,NODUAL,11/12/99,NB,ME,N
2565,eduardo.ross@this.university.edu,ross_eduardo@yahoo.com,A,A,ft,151,159,3,NODUAL,6/10/00,M,AN,Y
2448,josie.serpas@this.university.edu,serpas_josie@Outlook.com,A,A,pt,153,160,5.5,NODUAL,8/23/86,W,HL,Y
3625,sandy.sodbinow@gmail.com,sodbinow_sandy@gmail.com,A,A,ft,135,153,4,NODUAL,3/16/92,NB,AP,N
2342,noemi.blair@Outlook.com,,A,A,ft,142,170,6,YES,11/5/93,W,HL,Y
1997,willa.roach@yahoo.com,roach_willa@this.university.edu,A,A,ft,134,147,5.5,NODUAL,10/4/92,M,W,N
1652,malorie.bond@this.university.edu,bond_malorie@Outlook.com,A,D,pt,157,167,3.5,NODUAL,4/18/93,W,HL,N
1341,brittany.ridley@yahoo.com,ridley_brittany@Outlook.com,R,,ft,145,158,5,NODUAL,12/17/99,W,AP,Y
2644,deandre.raven@Outlook.com,raven_deandre@yahoo.com,A,A,ft,140,150,4.5,YES,9/8/94,M,B,N
1667,seth.ly@gmail.com,ly_seth@Outlook.com,W,,ft,152,154,2.5,NODUAL,11/24/00,M,AP,N
4588,t'll-a.riggins@yahoo.com,riggins_t'll-a@this.university.edu,A,A,ft,147,151,4.5,NODUAL,11/26/97,M,B,N
3127,spencer.agustin@Outlook.com,agustin_spencer@gmail.com,R,,ft,135,165,5.5,NODUAL,3/14/85,W,AP,N
3036,easton.tompkins@this.university.edu,tompkins_easton@this.university.edu,A,A,ft,158,159,3.5,NODUAL,11/19/92,W,W,N
1895,berenice.duranjr@gmail.com,duranjr_berenice@gmail.com,A,A,ft,134,137,,NODUAL,7/8/94,W,HL,Y
3462,zaaida.al-nasrallah@gmail.com,al-nasrallah_zaaida@yahoo.com,R,,pt,154,160,4,NODUAL,2/7/86,M,ME,N
1857,eun-ji.kobayashi@Outlook.com,kobayashi_eun-ji@this.university.edu,W,,pt,164,155,,NODUAL,12/6/85,M,AP,N
3725,olufisayo.turner@Outlook.com,turner_olufisayo@this.university.edu,R,,ft,169,144,4,NODUAL,3/3/90,W,B,N
2381,jung.la@gmail.com,,A,A,ft,136,146,4,NODUAL,2/22/87,NB,AP,N
4309,nicholas.holand@Outlook.com,holand_nicholas@gmail.com,A,A,ft,134,160,5.5,YES,9/10/94,W,W,N
2416,bob.saito@yahoo.com,saito_bob@Outlook.com,A,A,ft,166,144,,NODUAL,9/17/91,M,AP,N
2129,shaye.kraatz@yahoo.com,kraatz_shaye@Outlook.com,A,D,ft,167,141,2.5,NODUAL,3/28/00,M,W,N
4026,latischia.dudley@yahoo.com,,A,D,ft,165,143,6,NODUAL,5/24/95,M,B,N
1202,brian.mcbride@yahoo.com,mcbride_brian@yahoo.com,A,A,ft,146,165,4.5,NODUAL,8/2/88,M,AP,N
4349,zachary.ketterlin@gmail.com,ketterlin_zachary@gmail.com,A,A,ft,142,168,2.5,YES,11/19/94,W,W,Y
1307,madeleine.molina@gmail.com,molina_madeleine@gmail.com,A,D,ft,147,166,6,NODUAL,12/4/85,W,AN,Y
4166,sharaf.el-momin@this.university.edu,el-momin_sharaf@gmail.com,A,A,ft,169,163,4,NODUAL,11/18/88,NB,ME,Y
3140,noah.echelberger@Outlook.com,echelberger_noah@Outlook.com,A,A,ft,170,158,,NODUAL,1/11/90,M,W,N
2800,sarina.quintanajr@Outlook.com,,A,A,ft,144,150,4,NODUAL,8/17/92,W,AN,N
3707,abdulghani.al-ahmadi@this.university.edu,al-ahmadi_abdulghani@gmail.com,A,A,ft,149,146,5.5,NODUAL,4/18/00,M,ME,Y
4925,parker.hall@gmail.com,hall_parker@gmail.com,A,A,pt,155,138,5,NODUAL,11/7/97,M,AN,N
4889,sabrina.belmontesdelgado@gmail.com,belmontesdelgado_sabrina@gmail.com,R,,ft,148,157,6,YES,10/1/89,NB,HL,N
3438,thaabita.al-kamel@yahoo.com,al-kamel_thaabita@gmail.com,A,A,ft,138,135,5.5,NODUAL,10/9/86,NB,ME,Y
4340,elijah.rovaris@this.university.edu,rovaris_elijah@Outlook.com,A,A,pt,135,160,6,NODUAL,5/22/97,W,B,N
3884,becky.asher@yahoo.com,asher_becky@Outlook.com,A,D,ft,142,170,3,NODUAL,3/18/95,NB,AP,N
1125,jacob.coupal@gmail.com,coupal_jacob@Outlook.com,R,,ft,141,137,4.5,NODUAL,6/27/85,NB,W,N
970,brandon.lovettjr@yahoo.com,lovettjr_brandon@gmail.com,A,D,pt,130,157,6,NODUAL,3/15/92,NB,B,N
2169,ikram.el-dawood@Outlook.com,el-dawood_ikram@gmail.com,A,A,ft,159,157,5,NODUAL,6/26/96,M,ME,N
4254,joseph.phillips@Outlook.com,phillips_joseph@gmail.com,A,A,ft,152,136,2.5,YES,5/4/91,M,B,N
2162,kyle.miller@this.university.edu,miller_kyle@yahoo.com,R,,ft,159,155,2.5,NODUAL,9/4/92,W,W,N
3768,jessica.jackson@yahoo.com,jackson_jessica@gmail.com,A,D,pt,147,144,,NODUAL,5/25/92,NB,W,N
3865,blanca.roy@yahoo.com,,A,A,ft,152,150,4.5,YES,7/23/87,NB,HL,N
2082,itzel.carrillo@gmail.com,carrillo_itzel@gmail.com,A,A,sub,160,146,5.5,NODUAL,8/28/87,NB,HL,N
584,zuhaira.el-shehata@yahoo.com,el-shehata_zuhaira@this.university.edu,A,A,ft,131,136,5.5,NODUAL,4/24/00,M,ME,Y
2964,dandre.omar@this.university.edu,omar_dandre@this.university.edu,A,A,pt,138,142,2.5,NODUAL,4/14/95,W,B,N
4938,gavin.higgerson@yahoo.com,higgerson_gavin@Outlook.com,A,D,sub,142,132,5,NODUAL,1/8/99,NB,W,N
1342,shaaheen.el-zafar@this.university.edu,,A,D,pt,152,163,,NODUAL,10/8/89,M,ME,N
3994,haani.el-saleh@Outlook.com,el-saleh_haani@gmail.com,A,D,pt,142,157,6,NODUAL,1/18/00,W,ME,N
855,katherine.tarangosandoval@this.university.edu,tarangosandoval_katherine@gmail.com,A,A,pt,146,157,4,NODUAL,11/27/96,NB,AN,N
4701,marvin.lee@Outlook.com,lee_marvin@gmail.com,A,A,ft,151,170,3,NODUAL,3/2/92,M,AP,N
271,keith.stern@this.university.edu,stern_keith@Outlook.com,A,A,pt,145,167,3,YES,3/18/86,NB,W,N
1530,alexis.juniel@Outlook.com,juniel_alexis@this.university.edu,W,,sub,160,151,5.5,NODUAL,2/8/91,M,B,N
1796,claire.pettaway@yahoo.com,pettaway_claire@gmail.com,R,,ft,139,130,6,NODUAL,4/12/87,W,B,N
2126,kiera.cirka@yahoo.com,cirka_kiera@this.university.edu,W,,ft,167,153,5,NODUAL,3/2/87,M,W,N
532,terrance.garza@gmail.com,garza_terrance@yahoo.com,R,,pt,146,162,3.5,NODUAL,3/14/89,W,B,N
4718,jennie.xue@gmail.com,xue_jennie@this.university.edu,R,,ft,141,153,4.5,NODUAL,12/27/98,W,AP,Y
2841,thaylor.archuleta@yahoo.com,,A,D,sub,145,153,4.5,NODUAL,3/17/97,M,AN,N
1218,jordan.cook@yahoo.com,cook_jordan@gmail.com,A,A,pt,141,149,2.5,NODUAL,4/7/94,M,W,Y
3750,dominick.giuliani@yahoo.com,,A,A,sub,158,158,6,NODUAL,6/24/95,W,W,N
2319,harrison.marotta@gmail.com,marotta_harrison@this.university.edu,R,,pt,143,146,6,NODUAL,9/22/86,M,AN,N
1520,kennedy.faulkner@this.university.edu,faulkner_kennedy@gmail.com,R,,ft,140,169,,NODUAL,4/26/90,M,B,N
2695,jeffrey.yatsu@yahoo.com,yatsu_jeffrey@yahoo.com,W,,ft,132,141,6,YES,9/19/87,W,AP,N
2633,chandler.yates@gmail.com,yates_chandler@this.university.edu,A,A,ft,143,133,4.5,NODUAL,11/21/90,W,AN,Y
3269,hibbaan.al-rauf@gmail.com,al-rauf_hibbaan@Outlook.com,A,D,ft,158,160,3,NODUAL,8/11/87,NB,ME,N
798,autumn.rice@yahoo.com,rice_autumn@this.university.edu,A,D,ft,144,140,3,NODUAL,11/8/91,M,W,N
1927,yusri.al-pashia@Outlook.com,,A,A,ft,136,164,5.5,NODUAL,5/28/87,NB,ME,N
1083,nika.devore@gmail.com,,A,D,sub,168,142,5.5,NODUAL,3/9/89,M,B,N
1802,edmond.srinivasan@Outlook.com,srinivasan_edmond@yahoo.com,A,A,ft,168,146,5.5,NODUAL,1/22/87,W,AP,N
102,travis.davis@yahoo.com,davis_travis@yahoo.com,R,,ft,137,162,5,NODUAL,7/5/85,NB,AN,N
2242,lizzelle.lao@yahoo.com,lao_lizzelle@Outlook.com,R,,ft,147,,4,NODUAL,11/14/95,M,AP,N
601,sahar.al-aydin@Outlook.com,al-aydin_sahar@Outlook.com,R,,sub,155,149,,NODUAL,3/17/90,NB,ME,N
2458,brittany.goergen@gmail.com,goergen_brittany@gmail.com,A,D,ft,132,154,4,YES,7/18/91,W,HL,N
2917,taju.anderson@this.university.edu,anderson_taju@Outlook.com,R,,pt,149,155,6,NODUAL,4/2/91,W,AN,N
2897,isaiah.westphal@this.university.edu,westphal_isaiah@yahoo.com,R,,sub,138,132,4.5,YES,4/20/87,W,B,Y
3603,jimmy.phalen@yahoo.com,,A,A,ft,158,149,5.5,YES,8/5/00,M,W,N
1552,wyatt.bowers@this.university.edu,bowers_wyatt@yahoo.com,A,D,ft,152,156,3.5,NODUAL,8/4/96,M,W,N
3949,hector.gonzalez-hernandez@gmail.com,gonzalez-hernandez_hector@gmail.com,R,,ft,146,144,5,NODUAL,4/21/87,NB,HL,N
3162,robert.steege@Outlook.com,steege_robert@this.university.edu,A,A,ft,133,146,5,NODUAL,12/18/87,M,AN,N
3629,verut.pae@yahoo.com,,A,A,ft,147,150,5.5,NODUAL,11/20/98,NB,AP,N
197,delaney.scurek@this.university.edu,scurek_delaney@this.university.edu,A,A,ft,170,131,2.5,NODUAL,6/10/88,W,W,N
4713,megan.willcutt@this.university.edu,willcutt_megan@this.university.edu,R,,sub,161,153,4.5,NODUAL,10/7/94,M,AN,Y
1415,marques.turner-watson@this.university.edu,turner-watson_marques@this.university.edu,A,A,ft,135,145,3,NODUAL,4/3/95,NB,B,N
2811,jesse.bolen@Outlook.com,bolen_jesse@gmail.com,A,A,ft,163,153,5,NODUAL,6/8/86,W,W,Y
2673,alexis.ingle@yahoo.com,ingle_alexis@gmail.com,A,A,sub,139,132,5,NODUAL,7/12/92,W,AN,Y
4623,kelsey.cardozamancia@Outlook.com,,A,D,ft,163,169,,NODUAL,2/25/97,M,HL,N
772,jordan.aragon@this.university.edu,aragon_jordan@Outlook.com,A,D,ft,132,161,5.5,NODUAL,6/4/90,W,HL,N
4086,thanaa.al-dawood@Outlook.com,al-dawood_thanaa@Outlook.com,A,D,ft,139,154,2.5,NODUAL,2/20/99,M,ME,N
442,lorenzo.ortiz@this.university.edu,ortiz_lorenzo@Outlook.com,A,A,pt,162,132,,NODUAL,7/28/86,W,HL,N
2630,rafeeq.el-islam@this.university.edu,el-islam_rafeeq@this.university.edu,A,D,ft,161,134,5,NODUAL,12/13/86,M,ME,N
3019,scott.cabral-favela@gmail.com,cabral-favela_scott@this.university.edu,A,D,ft,167,166,5,NODUAL,5/28/90,M,HL,N
3720,james.galera@gmail.com,galera_james@gmail.com,A,A,ft,141,151,3,NODUAL,11/8/99,W,AP,N
3780,bailey.greaves@yahoo.com,greaves_bailey@this.university.edu,R,,ft,166,170,4.5,NODUAL,9/21/92,NB,W,Y
2375,alayina.boon@this.university.edu,boon_alayina@this.university.edu,A,A,ft,151,147,,NODUAL,1/19/94,M,AN,Y
3046,joselyna.jimenez@this.university.edu,jimenez_joselyna@Outlook.com,A,A,ft,160,145,5.5,NODUAL,9/6/87,M,HL,N
4663,alan.geisler@gmail.com,geisler_alan@gmail.com,A,A,ft,167,155,5.5,NODUAL,1/7/98,NB,AP,N
21,lael.eagle@yahoo.com,eagle_lael@this.university.edu,R,,ft,135,169,3.5,NODUAL,11/21/99,W,AN,N
1848,hamza.el-abdoo@this.university.edu,el-abdoo_hamza@Outlook.com,A,A,pt,133,144,4,NODUAL,7/22/96,NB,ME,Y
118,adam.phillips@yahoo.com,phillips_adam@gmail.com,A,A,ft,,136,4.5,YES,9/14/91,W,AP,N
4255,travis.little@yahoo.com,little_travis@Outlook.com,A,A,ft,139,161,4.5,NODUAL,4/4/95,NB,W,N
4173,kiana.baldino@Outlook.com,baldino_kiana@gmail.com,A,A,ft,161,156,2.5,YES,7/20/94,M,AN,Y
1547,siena.steusloff@gmail.com,steusloff_siena@this.university.edu,A,A,pt,149,165,4,NODUAL,10/7/93,W,B,N
4428,melissa.rios@yahoo.com,rios_melissa@this.university.edu,A,D,ft,145,162,3,NODUAL,1/21/89,W,HL,N
2830,michael.sterett@this.university.edu,sterett_michael@gmail.com,A,D,ft,132,136,5,NODUAL,5/11/89,W,AP,Y
3838,hanaaa.el-khalid@gmail.com,el-khalid_hanaaa@this.university.edu,R,,ft,157,159,5,NODUAL,2/5/95,NB,ME,N
4580,kyle.torres@this.university.edu,torres_kyle@yahoo.com,W,,ft,137,130,4.5,NODUAL,11/20/85,W,AN,N
